법령용어,비고내용,등록일시
민원상담인,,2023-02-10
신청편의,,2023-02-10
전자민원담당관,,2023-02-10
공사설계서,,2023-02-10
시설개요서,,2023-02-10
대용금지,,2023-02-10
수용자거실,,2023-02-10
외국자료,,2023-03-31
업무처리비,,2023-02-10
성적표,,2023-02-10
비과세물품,,2023-03-31
현황표,,2023-02-10
이름표,,2023-02-10
건의민원,,2023-02-10
기타민원,,2023-02-10
원처분,,2023-02-10
민원처리,,2023-02-10
수용기록부,,2023-02-10
상각부인액,,2023-02-10
신입자거실,,2023-02-10
이입자,,2023-02-10
수용자명부,,2023-02-10
형기종료부,,2023-02-10
이송승인권,,2023-02-10
지상파,,2023-02-10
선정신고,,2023-03-31
지상파,,2023-02-10
보조국,,2023-02-10
실측자료,,2023-02-10
반출가격,,2023-03-31
남성수용자,,2023-02-10
반출가격계산,,2023-03-31
생활기구,,2023-02-10
품목표,,2023-02-10
국제전기통신연합,,2023-02-10
주식,밥이나 빵과 같이 끼니에 주로 먹는 음식.,2023-02-10
동질,,2023-03-31
온라인소액투자중개정보,,2023-02-10
특식,,2023-02-10
정액법,,2023-02-10
정률법,,2023-02-10
공임,,2023-03-31
고저차,,2023-02-10
조정등,,2023-02-10
소액출자자,,2023-02-10
보관품대장,,2023-02-10
보관금대장,,2023-02-10
귀중품,,2023-02-10
관인,,2023-02-10
사전심사청구,,2023-02-10
제외사항,,2023-02-10
단기투자,,2023-02-10
선입선출법,,2023-02-10
평가차손,,2023-02-10
상환손익,,2023-02-10
전환사채권,,2023-02-10
신주인수권부사채권,,2023-02-10
차손,,2023-02-10
원화기장액,,2023-02-10
변경금지,,2023-02-10
대금지급기간,,2023-02-10
개별가격,,2023-03-31
사용지역,,2023-02-10
기술규제,,2023-03-31
종합적성검사,,2023-03-31
수탁연구,,2023-03-31
원재료비,,2023-03-31
국산원재료,,2023-03-31
수입원재료,,2023-03-31
입면,,2023-02-10
평면,,2023-02-10
고층,,2023-02-10
공무원증,,2023-02-10
자연감소율,,2023-03-31
전력선,,2023-02-10
최신화,,2023-02-10
경제자유구역기획단,,2023-03-31
광업등록사무소,,2023-03-31
광업등록,,2023-03-31
다중무선설비,,2023-02-10
과장,관공서나 회사 따위에서 한 과(課)의 업무나 직원을 감독하는 직위. 또는 그 직위에 있는 사람.,2023-02-10
자유무역지역관리원,,2023-03-31
출제내용,,2023-02-10
통신술,,2023-02-10
홀,,2023-03-31
굴진증구승낙,,2023-03-31
광산안전사무소,,2023-03-31
광산시설,,2023-03-31
전문임기제공무원,,2023-02-11
성향,,2023-02-11
주권,주주의 출자에 대하여 교부하는 유가 증권.,2022-12-07
법률위헌여부심판,,2022-12-15
자치에관한규정,,2022-12-15
경자유전의원칙,,2022-12-15
면세판매장,,2023-03-31
결정신청,,2023-03-31
사항변경,,2023-03-31
기념주간,,2023-02-07
시가표준액심의위원회,,2023-02-07
기술제안적격자,,2023-02-08
기술입찰,,2023-02-09
가격입찰,,2023-02-09
부대입찰,,2023-02-09
현재시설,,2023-03-31
광산평가액,,2023-03-31
병설학교,,2023-02-11
국가중요건설사업지,,2023-03-31
산업현황,,2023-03-31
세부개발계획,,2023-03-31
대인,,2023-03-31
대물,,2023-03-31
탈퇴등록신청,,2023-03-31
중단기간,,2023-03-31
특정광상,,2023-03-31
거주요건,,2023-03-31
학년,,2023-02-12
학급편제,,2023-02-12
한국사능력검정시험,,2023-03-31
학교생활,,2023-02-12
건설사업관리조서,,2023-03-31
통신제,,2023-02-12
설정신청,,2023-03-31
준공전,,2023-03-31
조광료율,,2023-03-31
원전전략기획관,,2023-03-31
소멸신청,,2023-03-31
토지출입,,2023-03-31
미래자동차산업과,,2023-03-31
공유지무상양여,,2023-03-31
외국인관광객면세판매장,,2023-03-31
학교평가,,2023-02-12
미래자동차,,2023-03-31
채용심사관,,2023-03-31
인도태평양경제프레임워크,,2023-03-31
위탁실시,,2023-02-12
지방교육행정기관평가,,2023-02-12
서면평가,,2023-02-12
정량평가,,2023-02-12
관광지등,,2023-03-31
교육통계,,2023-02-12
예측통계,,2023-02-12
국가교육통계센터,,2023-02-12
공업지역실태조사,,2023-03-31
산업혁신형,,2023-03-31
산업정비형,,2023-03-31
산업관리형,,2023-03-31
취학아동명부,,2023-02-12
관내,,2023-02-12
조기입학신청서,,2023-02-12
입학연기신청서,,2023-02-12
어항지정,,2023-03-31
조기입학대상자,,2023-02-12
공업지역기초조사,,2023-03-31
취학아동,,2023-02-12
입학기일,,2023-02-12
통학구역,,2023-02-12
산업주거융합구역,,2023-03-31
산업입지촉진구역,,2023-03-31
입학허가자명부,,2023-02-12
통학편의,,2023-02-12
취학통지,,2023-02-12
지역산업육성구역,,2023-03-31
다문화학생,,2023-02-12
출자계약,,2023-02-12
학구,,2023-02-12
산업활성화구역,,2023-03-31
인우보증서,,2023-02-12
귀국학생,,2023-02-12
전학절차,,2023-02-12
평정사실,,2023-03-31
전입학,,2023-02-12
전력공급,,2023-03-31
부적응,,2023-02-12
의무교육관리위원회,,2023-02-12
국토기반시설,,2023-03-31
가산율,,2023-02-12
착수시기,,2023-02-12
재취학,,2023-02-12
원자로시설,,2023-02-12
건설허가신청서,,2023-02-12
허가신청자,,2023-02-12
건설허가신청,,2023-02-12
개별법,,2023-03-31
유예자,,2023-02-12
교과목별이수인정평가,,2023-02-12
조기진급졸업진학평가위원회,,2023-02-12
가정학습,,2023-02-12
훈육,,2023-02-12
잠정합격,,2023-02-12
품질보증검사,,2023-02-12
공사개시기간,,2023-02-12
운영허가신청서,,2023-02-12
국민통합위원회,,2023-02-12
국민통합지원단,,2023-02-12
최종안전성분석보고서,,2023-02-12
안전성평가보고서,,2023-02-12
설계수명기간,,2023-02-12
계속운전,,2023-02-12
부패,생명 단백질이나 지방 따위의 유기물이 미생물의 작용에 의하여 분해되는 과정. 또는 그런 현상. 독특한 냄새가 나거나 유독성 물질이 발생한다.,2022-12-07
상호,상대가 되는 이쪽과 저쪽 모두.,2022-12-07
환경,(기본의미) 인간이나 동식물 따위의 생존이나 생활에 영향을 미치는 자연적 조건이나 상태.,2022-12-20
처분,처리하여 치움(예: 재산 처분/폐기물 처분),2023-01-12
발전,전기(電氣)를 일으킴.,2023-01-12
자원,인간의 생활 및 경제 생산에 이용되는 원료,2023-01-30
유기,당구ㆍ바둑 따위의 오락으로 하는 운동이나 경기.,2023-01-30
양성,남성과 여성.,2023-01-31
이행평가,,2023-02-08
부채관리사무,,2023-02-08
증거물건,,2023-02-08
징수정지,,2023-02-08
적극행정국민신청,,2023-02-09
국민참여포털,,2023-02-09
지급명령,지급을 명령하다 (민사소송법 상 재판형식인 지급명령 아님),2023-02-10
수명기한,,2023-02-10
수임군부대,,2023-02-12
수탁경찰서장,,2023-02-12
심사처리기간,,2023-02-12
편입지원서,,2023-02-12
퇴학조치,,2023-02-12
징계조정위원회,,2023-02-12
퇴학조치,,2023-02-12
출입국신고서,,2023-02-12
입국심사인,,2023-02-12
출국심사인,,2023-02-12
승무원등록증,,2023-02-12
출국사실,,2023-02-12
출입국신고서,,2023-02-12
상담기관,,2023-02-12
상담전문가,,2023-02-12
연장요청,,2023-02-12
해제요청서,,2023-02-12
요청대장,,2023-02-12
출국금지자,,2023-02-12
미배치,,2023-02-12
단체전자사증,,2023-02-12
단체여행객,,2023-02-12
신청업무,,2023-02-12
체류질서,,2023-02-12
교육인력,,2023-02-12
학급관리,,2023-02-12
분교장,,2023-02-12
특수교육담당,,2023-02-12
입국금지자,,2023-02-12
입국거부,,2023-02-12
사업개시기간,,2023-02-12
비상근예비군,,2023-02-12
선발계획,,2023-02-12
분철료,,2023-02-12
부녀자,,2023-02-12
해체승인신청서,,2023-02-12
일시퇴거자,,2023-02-13
배당세액,,2023-02-13
변경승인신청서,,2023-02-13
정련사업자,,2023-02-13
가공사업자,,2023-02-13
변환시설,,2023-02-13
국외출생,,2023-02-13
현황서,,2023-02-13
검사일,,2023-02-13
병역판정검사장,,2023-02-13
병역판정,,2023-02-13
예속,,2023-02-13
편성절차,,2023-02-13
공개매수사무,,2023-02-13
보고기준일,,2023-02-13
대량보유자,,2023-02-13
인사명령서,,2023-02-13
외부감사대상,,2023-02-13
폐지요건,,2023-02-13
중대장,,2023-02-13
부속명세,,2023-02-13
제출사유,,2023-02-13
병역판정검사원서,,2023-02-13
중앙신체검사기관,,2023-02-13
판정사무,,2023-02-13
실손의료보험금,,2023-02-13
편성기준,,2023-02-13
한글번역문,,2023-02-13
취득기준,,2023-02-13
군사특기,,2023-02-13
부여기준,,2023-02-13
사전진단,,2023-02-13
공간시설,,2023-02-13
공공문화체육시설,,2023-02-13
보건위생시설,,2023-02-13
동원명령서,o,2023-02-13
유선방송,,2023-02-13
병역판정검사업무,,2023-02-13
자동차정류장,,2023-02-13
응소시간,,2023-02-13
종결방법,,2023-02-13
연기원서,,2023-02-13
예납세액,,2023-02-13
미약,미미하고 약하다.,2022-12-19
유발,어떤 것이 다른 일을 일어나게 함,2022-12-07
함정,짐승 따위를 잡기 위하여 땅바닥에 구덩이를 파고 그 위에 약한 너스레를 쳐서 위장한 구덩이.,2022-12-20
소청,이해관계인이 이의 신청을 하는 일.,2023-01-13
예비,범죄를 저지르기 위한 일체의 준비 행위.,2023-01-16
말,동물의 종류,2023-01-17
출원,출원(出院) ‘-원’의 이름이 붙은 곳에 출석하거나 출두함.  or (소년원 출소),2023-01-29
단수,일정한 수나 수량에 차고 남는 수나 수량.,2023-01-31
이장,행정 구역의 단위인 ‘이’를 대표하여 일을 맡아보는 사람.,2023-01-31
통장,행정 구역의 단위인 통(統)을 대표하여 일을 맡아보는 사람.,2023-01-31
합산절차,,2023-02-03
반납금액,,2023-02-03
연금급여심의회,,2023-02-03
연금증서,,2023-02-03
연금지급일,,2023-02-03
연금청산,,2023-02-03
급여지급방법,,2023-02-03
유공공무원,,2023-02-09
필로티,,2023-02-09
판촉활동,,2023-02-09
모퉁이,,2023-02-09
직통계단,,2023-02-09
피난층,,2023-02-09
배연설비,,2023-02-09
층간바닥,,2023-02-09
막구조,,2023-02-09
방화문,,2023-02-09
처리진행상황,,2023-02-10
처리완료,,2023-02-10
지정제한,,2023-02-13
상대가치,,2023-02-13
변경제한,,2023-02-13
교통물류유통체계,,2023-02-13
문화여가공간,,2023-02-13
소유주식수,,2023-02-13
최저발행가격,,2023-02-13
최종시세가격,,2023-02-13
전환사유,,2023-02-13
주식전환,,2023-02-13
전환가격,,2023-02-13
금품전달,,2023-02-13
허가금품,,2023-02-13
허가물품,,2023-02-13
위생관리계획,,2023-02-13
건강검진횟수,,2023-02-13
의료거실,,2023-02-13
보상,報償 - 행위를 촉진하거나 학습 분위기를 조성하기 위하여 사람이나 동물에게 주는 물질이나 칭찬 / 어떤 것에 대한 대가로 갚음,2023-02-13
귀가자,,2023-02-13
이익참가부사채권,,2023-02-13
입영인원,,2023-02-13
입영일,,2023-02-13
집결지,,2023-02-13
관리계획도서,,2023-02-13
채권중개전문회사,,2023-02-13
납부계산서,,2023-02-13
입영사무소,,2023-02-13
인도관,,2023-02-13
접견중지,,2023-02-13
채권전문자기매매업자,,2023-02-13
세무조정,,2023-02-13
대상증권,,2023-02-13
대차거래,,2023-02-13
송부문서,,2023-02-13
발송비용,,2023-02-13
비치도서,,2023-02-13
응소,,2023-02-13
연인원,,2023-02-13
가동일수,,2023-02-13
병명,,2023-02-13
귀가증,,2023-02-13
지연입영,,2023-02-13
병적기록표,,2023-02-13
현역병모집,,2023-02-13
현역병복무지원자,,2023-02-13
예탁계약,,2023-02-13
예비군복,,2023-02-13
준용기간,,2023-02-13
단기매매차익반환,,2023-02-13
특정증권,,2023-02-13
복수상륙허가,,2023-02-13
변동일,,2023-02-13
판매수당,,2023-02-13
수험표,,2023-02-13
지원서,,2023-02-13
재입영,,2023-02-13
재난보고서,,2023-02-13
예비군표지장,,2023-02-13
예비군화,,2023-02-13
예비군제복,,2023-02-13
예비군모,,2023-02-13
육아거실,,2023-02-13
연장신청서,,2023-02-13
과세표준확정신고세액,,2023-02-13
활동중지,,2023-02-13
안정조작신고서,,2023-02-13
대금지급업무,,2022-12-07
프로그램,방송이나 공연 등의 진행 차례나 진행 목록.,2023-01-16
인사,사회적 지위가 높거나 사회적 활동이 많은 사람.,2023-01-09
운전기능,,2023-01-19
유출,귀중한 물품이나 정보 따위가 불법적으로 나라나 조직의 밖으로 나가 버림. 또는 그것을 내보냄.,2023-01-20
환자지원,,2023-02-03
복무사실,,2023-02-03
검진대상자,,2023-02-03
재검진,,2023-02-03
준사법적,,2023-02-07
준입법적,,2023-02-07
행정기능,,2023-02-07
복수직급,,2023-02-07
이질적,,2023-02-07
행정직렬,,2023-02-07
시간선택제공무원,,2023-02-07
의무직렬,,2023-02-07
별도정원,,2023-02-07
직제상,,2023-02-07
육아휴직자,,2023-02-07
한시정원,,2023-02-07
유도공기중농도,,2023-02-10
폐교사유,,2023-02-11
폐교연월일,,2023-02-11
취학의무대상자,,2023-02-12
취학독려조치,,2023-02-12
취학독려,,2023-02-12
배회,,2023-02-12
학령아동,,2023-02-12
지역방위,,2023-02-12
어민예비군,,2023-02-12
선주,,2023-02-12
접견시간,,2023-02-13
안정조작증권,,2023-02-13
착용방법,,2023-02-13
노인수용자,,2023-02-13
교원자격검정위원회,,2023-02-13
역량평가,,2023-02-13
변동사유,,2023-02-13
기술연수업체,,2023-02-13
지휘서,,2023-02-13
시장조성신고서,,2023-02-13
시장조성보고서,,2023-02-13
출입국기록,,2023-02-13
다문화언어,,2023-02-13
임용권한,,2023-02-13
처우등급,,2023-02-13
특성화중학교,,2023-02-13
특성화고등학교,,2023-02-13
연계증권,,2023-02-13
자율형사립고등학교,,2023-02-13
자율형공립고등학교,,2023-02-13
분류전담시설,,2023-02-13
활동허가인,,2023-02-13
정서교육,,2023-02-13
추계결정,,2023-02-13
공민학교,,2023-02-13
기준경비율,,2023-02-13
단순경비율,,2023-02-13
작업과정,,2023-02-13
경비율,,2023-02-13
작업성적,,2023-02-13
부여인,,2023-02-13
자율학교등,,2023-02-13
자율학교등지정운영위원회,,2023-02-13
자유학기,,2023-02-13
출국통지,,2023-02-13
연구학교,,2023-02-13
출국예고,,2023-02-13
작업실적,,2023-02-13
유치부,,2023-02-13
손실증명서,,2023-02-13
지급신청서,,2023-02-13
출국정지기간,,2023-02-13
기소중지,,2023-02-13
임시휴업,,2023-02-13
수학여행,,2023-02-13
수업운영방법,,2023-02-13
귀휴자,,2023-02-13
교외체험학습,,2023-02-13
보상심의회,o,2023-02-13
미결수용시설,,2023-02-13
학급수,,2023-02-13
유급생,,2023-02-13
학생배치계획,,2023-02-13
입영순서,,2023-02-13
정보화지원사업,,2023-02-13
학습부진아등,,2023-02-13
이수기준,,2023-02-13
연수비,,2023-02-13
통합운영,,2023-02-13
통학거리,,2023-02-13
사망증명서,,2023-02-13
부상증명서,,2023-02-13
통합운영학교,,2023-02-13
지급청구서,,2023-02-13
보상금,보상(報償)으로 내놓는 돈(報償金),2023-02-13
발급대장,,2023-02-13
계획시설부지,,2023-02-13
외부인,,2023-02-13
예금,預金 일정한 계약에 의하여 은행이나 우체국 따위에 맡긴 돈,2022-12-07
공제,받을 몫에서 일정한 금액이나 수량을 뺌,2022-12-07
서식,생물 따위가 일정한 곳에 자리를 잡고 삶.,2022-12-15
마을공동기금,,2023-03-31
마을발전계획서,,2023-03-31
체결기준,,2023-03-31
출원서류,,2023-03-31
명의변경신고,,2023-03-31
등록세영수증명확인서,,2023-03-31
보호,위험이나 곤란 따위가 미치지 아니하도록 잘 보살펴 돌봄.,2023-01-11
증감출원서,,2023-03-31
자금,,2023-01-11
아마추어,,2023-01-31
국외투과단체,,2023-01-31
직무상요양급여,,2023-02-06
직무상요양급여비용,,2023-02-06
전매기준,,2023-02-06
시효기산일,,2023-02-06
탈퇴신고서,,2023-03-31
연금관련정보,,2023-02-06
임용신고,,2023-02-06
임용신고서,,2023-02-06
학자금대여사업,,2023-02-06
발행총액인수,,2023-02-07
정보제공기준,,2023-02-08
교류차단대상정보,,2023-02-08
사전신고,,2023-02-08
차별성,,2023-02-08
계좌대체,,2023-02-08
기술제안서,,2023-02-08
고시금액,,2023-02-08
명의변경신고서,,2023-03-31
대안입찰가격,,2023-02-10
대안설계점수,,2023-02-10
원안설계점수,,2023-02-10
입찰일,,2023-02-10
통신요금,,2023-02-10
참조,,2023-02-10
추계액,,2023-02-10
채권잔액,,2023-02-10
평가자산,,2023-02-10
생활필수품운반선,,2023-03-31
인건비예산,,2023-02-10
승용차,,2023-02-10
정상가액,,2023-02-10
접대비한도액,,2023-02-10
광물확인신청서,,2023-03-31
연안해면,,2023-03-31
대차중개,,2023-02-13
담보비율,,2023-02-13
위험회피목적,,2023-02-13
